userName,score,at,content
PT Aman Jaya Kencana (AJK),5,2023-04-28 12:49:25,Ok
partoy Pribadi,5,2023-04-28 11:13:58,Hwbat
sarjono Naufal,5,2023-04-28 11:12:48,Mantap
mery yance,5,2023-04-28 09:20:52,Sangat... Sangat... Berguna dan membantu...
Andi Yulianto,5,2023-04-28 09:05:53,Berguna banget
Wawan Setiawan,5,2023-04-28 06:24:06,Mntaap
Ibrahim Alaydrus,5,2023-04-28 06:10:35,Service Excellent
Syaiful Yus,5,2023-04-28 05:52:50,Sangat membantu terhadap panggilan yg ga jelas .
farid jablud,5,2023-04-28 05:34:56,Aplikasi yg luar biasa
Agung Saputra,5,2023-04-28 05:34:22,Sangat membantu
Fitri Yuliawati,5,2023-04-28 04:35:26,Sippp
Buari Cepit,5,2023-04-28 04:25:30,Truecaller
Helmi Yan Harmiyanto,4,2023-04-28 04:23:49,Sudah bagus. Tingkatkan lagi.
Herman 17,5,2023-04-28 04:15:31,Sangat membantu
Emed Ahmid,5,2023-04-28 04:07:44,Sangat membantu
Rusnadi Iyus,5,2023-04-28 04:05:49,Mantap
Fakhry Zahran,5,2023-04-28 03:54:47,Sangat terbantu memblok panggilan penipuan
ramadani,4,2023-04-28 03:18:00,Good aplikasi
chanel mubarak,5,2023-04-28 03:01:13,Good
Joko Suryanto,5,2023-04-28 02:08:40,Sangat membantu
Adam malik,5,2023-04-28 01:59:59,Sangat membantu
dwi istie,4,2023-04-28 01:42:31,Okokok
Eddy Susanto,3,2023-04-28 01:34:55,"mau bayar langganan selanjutnya kok ribet ya...., tolong min sarannya..."
Yuda Yudistira,5,2023-04-28 00:39:48,Ok
warsunyani,3,2023-04-28 00:06:38,Mereka bilang ini bagus. Tp setiap aq masukan nomer. Katanya tidak sesuai dengan dokumen manapun
Umi Sunarmiyanti,5,2023-04-27 22:52:19,sangat membantu
Robi Firdaus,5,2023-04-27 12:27:10,Keren ...buat redam spam
Ajib Iman,5,2023-04-27 12:06:59,Kereen
Yuli Anto,5,2023-04-27 10:32:46,Mantul
Asep Gustaman,5,2023-04-27 08:46:58,Good
Siti Daumi,5,2023-04-27 08:10:43,Mantaff
K K,5,2023-04-27 08:02:09,ALHAMDULILAH TERIMAKASIH BANYAK SAUDARAKU
Mas Guru,5,2023-04-27 07:19:20,Tingkatkan prestasi
Neo Ozil,5,2023-04-27 06:27:26,Mantaaappp
Gombes Gembul FINDIANA,5,2023-04-27 05:35:41,Good
Wiyanto Liem,5,2023-04-27 04:43:20,Memberikan info penelepon yang masuk
Miftahul Hasanah,5,2023-04-27 04:37:28,Membantu bgt ni
zidan Fani,5,2023-04-27 04:08:29,Good
Salfes Hesti,5,2023-04-27 04:06:08,Mantap
Oksa Nahjulhaq,5,2023-04-27 03:04:17,Sangat membantu
didi abdillah,5,2023-04-27 02:45:05,Siip
Nurlail Saputra,5,2023-04-27 02:37:51,Sangat membantu
Khalid Ibnu Walid,5,2023-04-27 02:04:40,Terbaikkk
Sugiarto Wp,5,2023-04-27 01:06:20,Manteeppp
special Editing Tarakan,5,2023-04-27 00:46:32,Mantap aplikasi ini
cinta Sejatie,5,2023-04-26 14:39:22,Mantap
Syahril Fathur Rahman,4,2023-04-26 13:59:18,Luamayan bermanfaat
Edi wibowo prayitno Edi,5,2023-04-26 12:21:35,Sangatnmembantu
Deden syafitri,5,2023-04-26 12:15:04,Top
Rahma Lusiyati,5,2023-04-26 11:44:11,Sangat membantu. Trimakasih truecaller
darman ziabahar,2,2023-04-26 11:17:42,Test dulu
Joko Joko,4,2023-04-26 10:46:09,Kita coba dulu agan ya
FILLER “AFM” MALAHA,5,2023-04-26 07:49:31,Good
Lasmain,5,2023-04-26 07:30:29,Mantap sekali panggilan dari pinjol bisa di blokir jadi aman deh main pinjol
Sri Daniati,5,2023-04-26 07:26:12,Sangat membantu saya dalam hal telepon dan SMS yg berbau menipu
Dessy Rahmawati,5,2023-04-26 07:04:32,Terbaik
Rinie Suhartini,5,2023-04-26 06:37:38,sangat membantu
Rizal Aprisa,5,2023-04-26 06:36:57,Mntap
Ebih Ebih Tea,5,2023-04-26 06:29:24,Bagus
Cemonx 99,5,2023-04-26 06:16:56,Apk yg sangat di butuhkan
riska sepriani,5,2023-04-26 05:36:16,Sangat berguna
Boyke Wenas,5,2023-04-26 05:36:13,Mantap
prensica,5,2023-04-26 04:33:36,Mantap
ferial afdal,5,2023-04-26 03:36:21,Mantap semua no yg masuk terdeteksi
Abay Davinci,5,2023-04-26 03:33:59,Sangat bermanfaat
Adang Darmawan,4,2023-04-26 03:14:11,Ok
Novika Ariani (Vika),5,2023-04-26 02:24:04,Cukup baik
Gunawan Gunabin Sugiarto,5,2023-04-26 01:55:42,Mantep
Muhamad Sofyan,5,2023-04-26 01:52:00,Okh
tika puspandhari,5,2023-04-26 01:42:25,Ajiiebb...kkeerreennn
Rahma Prabawati,5,2023-04-26 01:31:13,Aplikasi berguna
Jenne Fonda,5,2023-04-26 01:06:05,Tks
Iyang,5,2023-04-26 00:51:44,Bagus
MULYOAGUNG BERSATU,5,2023-04-25 13:53:16,Ok
Andi Sri Nuryanti,5,2023-04-25 13:22:37,Mudah untuk mendapatkan tiket penerbangan dan cepat prosesnya.
Mangambit Juntak,3,2023-04-25 12:57:46,Semoga membantu
Ebonk Sinam,5,2023-04-25 12:17:50,Mantap banget
Heri Rahmat,4,2023-04-25 10:41:05,"Lumayan membantu , nomer yang gak terdaftar d phonebook bisa d blok"
F.R Jawas,5,2023-04-25 06:48:58,Nice job
Iqbal Hotman,4,2023-04-25 05:45:38,Top
Budhi Santoso,5,2023-04-25 04:28:40,Good
Gobox.jkt.2700 Driver,5,2023-04-25 04:28:00,Ok
ratna sari,5,2023-04-25 03:26:46,Ok
Austin Resa,5,2023-04-25 03:24:24,Mantap
Pipit Pitri,5,2023-04-25 02:40:07,Tks
Ulfa,5,2023-04-25 02:31:36,Mantap kali
Chey Aponno,4,2023-04-25 02:10:54,Aplikasinya bagus skali.
Hanky,5,2023-04-25 00:45:58,Aman
Nurul Hadi,5,2023-04-24 22:21:42,Sempurna
DennisS Pratama07,5,2023-04-24 15:55:40,Good Luck 🙏🙂💸
Egha Oematan,3,2023-04-24 13:36:09,"Untung sementara di kasih bintang dulu, karna baru di pake."
Arif Becak,5,2023-04-24 12:23:33,Terbaikk
Hans,5,2023-04-24 10:47:21,Gg
Fajar Yulianto,5,2023-04-24 10:43:30,Mantap
Kheylla Melany,1,2023-04-24 10:32:37,Gbs Di Download Bgsd
Ramadhan bandung,5,2023-04-24 10:16:29,Aplikasi yg bagus sangat
Oriri79 Ice,5,2023-04-24 08:55:31,Aplikasisi bagus
putri vitra,5,2023-04-24 08:45:17,Mantapp
Dhimas Wisnu Kuncoro,5,2023-04-24 07:21:35,Mantap lah buat blokit panggilan mantan
ardi. anto,5,2023-04-24 07:20:27,aplikasi yg bagus untuk semua orang....
endang mulyana,5,2023-04-24 07:07:44,sangat membantu
khafidz putra surabaya,5,2023-04-24 06:02:01,Sangat membantu
Kurnia Hendrawan,5,2023-04-24 05:43:50,Mantabss
Antony Cs,5,2023-04-24 05:42:43,Aplikasi ayang sangat berguna sekali Manfaat nya banyak Tidak meresah kan lagi no baru yang belpon Terima Kasih
Praditasari Celiena,5,2023-04-24 04:32:06,Mantap 👍
Azhar Muhammad,4,2023-04-24 03:14:27,Ok
usman hadi,5,2023-04-24 02:25:39,Mantap..
andi febriani Harisma,5,2023-04-23 17:10:03,Tt
Bakul Sanad,5,2023-04-23 11:18:16,Good
Yan Kurniawan,5,2023-04-23 10:15:21,"Thanks,i like"
fujiana rizky,5,2023-04-23 07:35:19,Sangat membantu
syamsuni said,4,2023-04-23 07:24:00,👍👍👍
Santi Deliana Simanjuntak,2,2023-04-23 04:49:43,I'm rezeki rezeki Eeeeoohogo k kkg gk gh hukumkmvkmmn. mg
Melati Putri,4,2023-04-22 18:38:46,Cukup bagus
sawung kuring farm,5,2023-04-22 05:49:23,Oke
ATE RUHDIANA,5,2023-04-22 04:40:23,Suara jernih.. mantap
Nathan Fauzan,5,2023-04-22 01:40:27,"Sangat bagus, membantu saya untuk memblokir panggilan spam dan terhindar dari upaya penipuan, semoga sukses selalu."
Pemburu Dollar,5,2023-04-21 12:39:40,Sangat membantu menenangkan diri dari teroran pinjol
Budi PapuaBoy,5,2023-04-21 09:22:46,Aplikasi yang sangat membantu
Keluarga Enggal,5,2023-04-21 09:05:56,Membantu sekali. Tks truceller
J Lightfortune13,5,2023-04-21 06:56:33,Keren
yoki wijaya,5,2023-04-21 06:36:53,Mantabs 👍
Majlis Thoriiqul Falaah,5,2023-04-21 06:28:17,Sangat membantu
aripin ucok,4,2023-04-21 04:18:49,nyoba dulu klw bagus akurat kasih bintang 5
Kang Yuna,5,2023-04-21 03:54:45,terimakasih
Anka Tiania Irawan,5,2023-04-21 03:52:28,Mantul....
Suga Uciha,5,2023-04-21 03:32:25,Sangat membantu utk kita yg gak mau diganggu
Iwan Sabyan89,5,2023-04-21 02:40:40,Sngt berguna
Chiko Ayumi,5,2023-04-21 02:27:09,Terimakasih sangat membantu sekali untuk memblokir no yang tidak di kenal dan spam
Biyah Tahir,5,2023-04-21 02:08:41,Ok
Anugrah Teguh,5,2023-04-21 01:48:11,Terus tingkatkan...true caller mantaf
Utay gibrig,5,2023-04-20 13:04:57,Mantap
uli agustiani,5,2023-04-20 11:14:25,Good joob
Father Niko,5,2023-04-20 09:40:18,aplikasi bagus
Karis Tama,5,2023-04-20 07:23:50,Kalau bisa di teruskan apliksinya untuk memblokir pesan dan tlpon dari whatsapp dgn nomor tdk dikenal
Hendro Suhascaryo,5,2023-04-20 07:01:32,Mantab
Epahnurhasanah Sofafitri,5,2023-04-20 06:15:30,Ter the best sangat membantu
Agus Kentus,5,2023-04-20 06:05:33,Masokk
Nita Nahampun,4,2023-04-20 05:54:22,Cocok
Agus Muchlis,5,2023-04-20 04:36:34,Good
Siti Maemunah,5,2023-04-20 04:21:49,Sangat membantu karna suka banyak panggilan masuk dr tdk kenal dan penipuan lainnya
Salwa Salwa,5,2023-04-20 03:01:05,Terbantu kali..kita tdk tahu no yg masuk. Dengan ada aflikasi ini utk memudahkan kita mengenal orang yg menghubungi kita. Kalau mau menipu langsung terdeteksi.
Hilman riszaki,5,2023-04-20 02:33:12,goood
Sam Ramoli,5,2023-04-19 23:19:35,"Sangat terbantu dgn aplikasi ini, mantap"
Azlan Freakz Official,5,2023-04-19 22:34:20,Keren
Marlina Harahap,5,2023-04-19 21:38:06,Cakep. Buat pinjol
Sarbudi Berqah,4,2023-04-19 18:58:17,"Coba dulu, soal x belum tau cara mengoperasikanya"
Atang Sudiana,4,2023-04-19 16:41:41,"Kelancaran komunikasi aku yang harapkan. Aku dibunuh hasil politik. Politik pergaulan membawa keluargaku dalam dunia usaha, rasa pelit buruk menimpaku tidak menuntun kepada jalan yang benar. Tentunya hal perjodohan mengadu nasib. Komunikasi harap tetap jalan lewat telphone."
Hafiz Exaktcsl,4,2023-04-19 15:22:37,Good
Yudi Yudi,5,2023-04-19 14:28:13,Sangat membantu
Mama Ciko,5,2023-04-19 10:14:31,Aplikasi terdebes terimakasih truecaller: iD
Antok Antok,5,2023-04-19 09:04:44,Top
Suhilmi Ahmad,5,2023-04-19 08:23:33,sangat bagus sekali
gyan adiputra,5,2023-04-19 08:00:00,gg
the loel,5,2023-04-19 06:24:18,Membantu
Nur Jaya,5,2023-04-19 06:07:33,Mantap
Mama Baden,5,2023-04-19 05:06:48,Bagus
Poyo Nugroho,5,2023-04-19 04:29:36,"Aplikasi yg bagus, SMG bs tembus ke wa jg"
sonny eka,5,2023-04-19 02:36:31,Sangat berguna
Achmad Choirudin,2,2023-04-19 02:07:57,"gak bisa buat melacak lokasi nomer HP, udah aku coba ke beberapa nomer lokasinya sama semua"
Fanja Tahansah,5,2023-04-18 19:34:03,Sangat membantu
Ayon Pribadi,5,2023-04-18 17:17:12,bagus sangat membantu
Ryan Herfianto,4,2023-04-18 12:53:10,Sangat bagus aplikasi ini bisa tahu kalo nomor itu penipu dan sebagainya.. sangat terbantu dan terbebas dari penipuan dan spam
Nur Andari,4,2023-04-18 12:21:33,Apakah ini aplikasi berbayar?
Irianingsih Irianingsih,5,2023-04-18 07:00:30,Aplikasi yg bagus dari pada yg satunya selalu wrorr sistem di hp saya
azam wan,5,2023-04-18 05:58:33,Sangat bagus & membantu kenyamanan kita
Komar Hidayatullah,5,2023-04-18 05:50:37,Mantap
mues rais,5,2023-04-18 05:41:00,asisten yg dapat di andalkan
Kasdi Kasdi,5,2023-04-18 05:34:48,Mantulllll 👍👍👍
Al Ghifari,5,2023-04-18 05:33:47,Mantapppp
Braman Tyo,5,2023-04-18 04:14:34,Bgs appnya
Hendrix Hadiwidjojo,5,2023-04-18 03:17:50,"Sangat membantu sekali, dapat mengetahui penelpon spam"
Ahza Rafif,5,2023-04-18 03:12:58,Good job
Murjani Rizky Aditia,5,2023-04-18 02:38:01,Suka
Wahyudi Hidayat,4,2023-04-18 01:17:57,udh okeh tp msh ada beberapa no tlp yg tidak ada keterangannya
Hepi Sunardi,4,2023-04-18 00:42:52,Sangat membantu
Adrian Friske Pratama B.S.,4,2023-04-17 20:32:26,Update melulu. Ribet dehh...
out dheng,5,2023-04-17 15:58:17,Sipppp
Hadi Nugroho,5,2023-04-17 11:50:25,Bagus
Aneka Tobacco,5,2023-04-17 11:39:36,"Mantap dah, sangat membantuku"
Animeruto Scene,5,2023-04-17 09:30:13,Good
Ade Hermawan,5,2023-04-17 07:54:31,Top
Bambang Wiryawan,5,2023-04-17 07:50:35,Mantap
demong mong,5,2023-04-17 06:24:35,Good 👍
sugi arto chenel,1,2023-04-17 05:41:14,okeee
sahlan Nasution,5,2023-04-17 04:37:59,Mntap...paten
Moh Supryadi,5,2023-04-17 04:13:59,Membantu banget kalau ada telpon atau SMS tak dikenal.
mbf farma,5,2023-04-17 01:33:24,mantab
Tedi iskandaryah Tedil is,4,2023-04-16 21:04:06,Tedi Thgjg
Dewi Zufni,2,2023-04-16 20:54:40,"TuecaIIer "" ID PeneIe"
Jhon Parkir,5,2023-04-16 19:33:21,Verigood
Beben Mustofa,5,2023-04-16 16:26:19,Rumah tinggal Beben dikebondalem kutoiajo
Saidu Riyadi,5,2023-04-16 16:06:40,the best aplikasi
K a r j o Jo,2,2023-04-16 13:28:40,TDK akurat
Mutiara Nurhafidza,5,2023-04-16 11:49:30,Sangat bagus
EDY POER,5,2023-04-16 09:26:37,Bagus
Syifa Salsabila cHannel,5,2023-04-16 07:52:03,Sangat membantu
achmad solihin,3,2023-04-16 07:11:11,Mantap
Bayok Mubarok,5,2023-04-16 04:12:31,Sangat puas
Elga Ari Putra,5,2023-04-16 03:34:39,Simple & mudah pakai nya
fendi suqron,5,2023-04-16 02:44:42,sangat2 membantu
Herdy Well,5,2023-04-15 20:55:37,Aplikasi terbaik utk blok dan tau penelepon siapa
WIGUSTI EKO SUTARYO,1,2023-04-15 16:59:07,apa ini?
Er De,5,2023-04-15 06:49:28,Sementara masih 5 oke
Parulian Siahaan,5,2023-04-15 06:44:05,Ok
Tampubolon Ganda,5,2023-04-15 06:38:17,Ok
Murti Facyanatiaz,5,2023-04-15 06:38:08,"Truecaller memang sangat membantu mantaaab,,trimakasih"
Pramud86,5,2023-04-15 06:31:42,Aplikasi Truecaller sangat bermanfaat dan sangat membantuku men-identifikasi panggilan spam
jnj,5,2023-04-15 04:58:41,👍👍👍👍👍👍👍
Entis Sutisna Sutisna,5,2023-04-15 04:41:48,Terimakasih sangat membantu sekali.
rea reo,5,2023-04-15 03:18:46,Aplikasi yg sangat bagus dan bermanfaat
Slamet Sls,5,2023-04-15 03:13:50,Trimksih truceler man faat bget apk ya tooooop
rinaa anita dewi,5,2023-04-15 02:38:15,Good
Dirga Ozdir,4,2023-04-15 02:05:43,Mantap
bayu aria Arto,5,2023-04-15 02:01:46,Sy suka sekali sangat membantu utk identifikasi no tlp spam dsbnya..👍👍👍
RIYANA RIYANA,5,2023-04-14 17:57:27,Mantab pokoknya sangat membantu.
Achmad Sulaiman,1,2023-04-14 17:40:47,Bagus
OHS Property,5,2023-04-14 13:00:04,Ok
Eryc Syaputra,5,2023-04-14 12:24:01,Langsung tak kasih bintang 5
Astri Wijayanti,5,2023-04-14 09:25:43,Sangat membantu. Terima kasih
Rusman Fahlevi,5,2023-04-14 09:00:58,Sangat bagus
okky alika,5,2023-04-14 08:45:10,Good
Eri Etsuko,5,2023-04-14 05:45:58,Mantaappp ❤️❤️❤️
Hasbya Nur annisa,5,2023-04-14 05:39:47,Okee
Anton Kurniawan,5,2023-04-14 05:29:05,Good
Mulan Sari,5,2023-04-14 04:46:44,Mantap
MEILIA SORAYA,5,2023-04-14 03:57:13,Sukses selalu untuk truecaller
agiex shunte0900,5,2023-04-14 03:54:04,Mantap bgt sih
Rendy Tiantoro,4,2023-04-14 03:44:17,Good
Eka Noumika Safitri,5,2023-04-14 02:54:53,Bagus..jadi tau siapa yang telpooon
Rizki ramdhani,5,2023-04-14 02:27:56,Aplikasi yg sangat berguna . Luar biasa bisa tau siapa yg tlp . Jadi gak usah capek2 angkat klo yg tidak penting . Thx you
mona alindra,5,2023-04-14 02:14:43,👍
Tiara mas pariwisata,4,2023-04-14 01:46:15,"SANGAT MEMBANTU, LEBIH BERGUNA UTK KETAHUI SIAPA YG HUBUNGI KITA, TERIMA KASIH"
Rhendra Suwandi,5,2023-04-14 01:40:51,Sangat bermanfaat
Indra Wahyudi,5,2023-04-14 01:12:22,Aplikasi yg cukup bermanfaat mengenali nomor2 asing yg masuk
Abu Hanifan,1,2023-04-13 14:24:03,Aplikasinya jelek ga Akuran bikin kecewa
indra harso,1,2023-04-13 13:46:47,"Parah setelah diuninstall malah merusak aplikasi M3 jadi nggak bisa"" kebuka"
Ariya Owl11_,5,2023-04-13 13:42:49,Keren
ardi kurniadi,5,2023-04-13 08:53:53,Emejing
Bambang Soetrisno,5,2023-04-13 08:24:43,Sangat membantu telpon spam
Ahmad Safii Muthohari,5,2023-04-13 07:40:13,Sangat membantu PINJOL yang rese Mantaps
suhe internisti,5,2023-04-13 05:33:11,Baguslah
Muhammad Yongky Fernanda,5,2023-04-13 05:07:45,Oke
Aneu Suryati,5,2023-04-13 04:29:58,Oke
Kemistri,1,2023-04-13 03:59:40,No privacy. Every body can see what name people save in their phone book
Novita Sitepu chanel,5,2023-04-13 03:35:21,Sangat membantu...
miaw Suya,5,2023-04-13 03:12:43,Mantap
Asyfa Nadiakirana,3,2023-04-13 03:09:40,σк
ahmad ruhy,5,2023-04-13 02:58:15,Mantap sangat membantu
Pype,5,2023-04-13 01:57:56,"Mantap ni aplikasinya,.."
Candra Abu Danish Elfathan,5,2023-04-13 01:42:47,Sangat membantu menghindari gangguan telpon yg mengancam harus bayar 🤣
Nur Alam Witono,5,2023-04-13 01:16:00,Bermanfaat
Aa Dhika,2,2023-04-12 22:54:29,"sayah coba dulu ,kalo ok saya kasih full bintang"
Andri Ardiansyah,5,2023-04-12 22:35:15,Josss
Buyung Junaedi,5,2023-04-12 12:17:47,Top
ADI BAYU_S,1,2023-04-12 12:16:20,"Sangat mengecewakan,apk berbayar dan tidak dapat melacak lokasi dengan benar."
Clairlene Quinn Chang,4,2023-04-12 10:03:51,Mantap
Agus Suyanto,5,2023-04-12 09:57:01,Terimakasih mantap aplikasinya
Eko ari Purwanto,5,2023-04-12 09:25:40,Sangat bagus
Rezo Al-islamil yani,1,2023-04-12 08:38:45,"Tidak membantu sama sekali, sungguh mengecewakan,tidak sesuai dengan yang diharapkan,lol"
Tyaa Khairunnisa,5,2023-04-12 08:19:01,Oke sangat membantu sekali
eka puji,5,2023-04-12 08:07:18,sangat membantu dr call pinjol yg menawarkan kredit yg menurut saya mengganggu...terima kasih
Ahmad Junaedi,5,2023-04-12 08:06:48,Luar biasa sangat membantu
Kevin Venti,5,2023-04-12 07:24:48,Bagus
Parah Room,5,2023-04-12 06:03:12,Semoga bermanfaat.
z&b landscape,5,2023-04-12 05:57:51,Ok
Sambal Terasi,5,2023-04-12 05:26:03,"Terimakasih berkat truecaller saya jadi tau siapa yang telfon"" gajelas Terimakasih truecaller"
Gugun Arman Gumilar,5,2023-04-12 05:09:05,Bagus....
KOPI INSPIRASI CHANNEL,5,2023-04-12 04:36:51,Sangat keren
Zaki Masulili,5,2023-04-12 04:19:34,Mantap
Putri Widyastuti,4,2023-04-12 04:14:34,Mantap membantu sekali aplikasi ini
umi kulsum azilah,5,2023-04-12 03:55:11,Keren
Rosa Setiawan,4,2023-04-12 02:22:47,"Sangat membantu, id callernya tercantum.. terimakasih untuk aplikasi truecaller.."
Yana Mulyana,5,2023-04-12 02:13:48,Mantap ...🙏Akurat membantu info
widyas rum,5,2023-04-12 02:08:00,Mantap
M Syaefi,5,2023-04-12 02:05:28,"Bagus proteksi terhadap pelanggan,smoga lebih baik lgi."
Emil Herdiana (Emil),5,2023-04-12 01:27:32,Bagus dan mantap
Yakuza grosir,5,2023-04-12 01:17:56,Good
Muhammad Abidin,5,2023-04-12 00:47:08,Siap
donjwr dasilva,4,2023-04-11 21:52:55,Perangkap saya belum sempurna
andi ultapri,5,2023-04-11 14:08:10,Mantapp
Dian Setiawan,5,2023-04-11 13:45:10,Udah gk bisa lacak nomer telepon yah min Saya nyoba muncul.a di kalimntan teruss Mohon bantuannya
husni fajar sukoco,1,2023-04-11 11:26:35,Saya sudah gold bebayar tapi tetap gak bisa lacak keberadaan dr cintaku yang ada. Gak jelas
samsung J2prime,5,2023-04-11 11:16:59,ruobxew🎏🎗
Mochtar Syaifuddin,5,2023-04-11 09:44:23,Aplikasi yg bagus
benny rubin husen,3,2023-04-11 09:09:00,3 dlu yak
Agus Hutomo,5,2023-04-11 08:24:42,Bagus !
leni pristy,5,2023-04-11 08:14:46,Keren
l limbong,5,2023-04-11 08:11:13,Siiip...👍
Suprihatin,5,2023-04-11 08:05:36,Nice
Rully Syahputra,5,2023-04-11 07:57:17,mantap
efunk rasavanilla,5,2023-04-11 07:27:12,Keren bisa auto blokir
Budi Santoso,5,2023-04-11 06:50:04,Mantap
Indra Bungsu,5,2023-04-11 06:38:35,"Bantu solusinya dong kaka,,hape ku hilang di ambil orang"
Rafsan Jany,4,2023-04-11 06:30:18,Ok
Suryo Sugiono,5,2023-04-11 05:30:40,"Truecaller dapat mengidentifikasi siapa penelponnya dengan baik dibanding bawaan HP, sehingga dapat menentukan apakah mau diangkat atau tidak."
Budhi Yuwono,5,2023-04-11 05:28:40,Membantu menyortir dan mengidentifikasi siapa yang melakukan panggilan
Marco Purba,5,2023-04-11 05:09:36,Sngat membantu
fery susanto,5,2023-04-11 04:51:33,Sangat membantu..
nadya ramadhani,4,2023-04-11 03:09:43,E tysds SE d RS RSS r RSS RRR s
Arfan Rhndika,5,2023-04-11 03:02:45,Mantap
Abid Kausar,5,2023-04-11 01:41:29,Top markotop mantul 4 jempol naik semua
Zaki,5,2023-04-11 01:02:14,Sangat membantu
Clinic Han,1,2023-04-11 00:40:28,ClinicHan
Richi Muhammad,5,2023-04-11 00:00:56,Mantap dan sangat membantu
Muhammad Afwan,5,2023-04-10 23:46:34,Keren akurat
Erni Julianti,3,2023-04-10 22:30:28,"Kurang membantu ah, apasih harus bayar! Tetep aja kan gk bisa nyari siapa yg ngehubungi kita dengan no tak di kenal"
Paimin Suryautama,5,2023-04-10 13:49:12,Ok
Dhine Din,5,2023-04-10 13:12:02,Mantap
Asatu Airoma,5,2023-04-10 12:30:59,Ya sy kasi 5 bintang
Man Xxx,5,2023-04-10 11:59:52,bagusss
HAS GAMERS,1,2023-04-10 11:43:00,Jgn di download ya
dikbagas,5,2023-04-10 11:32:34,ok
Wahidin Situmorang,5,2023-04-10 09:33:50,Sangat baik aplikasinya . Membantu
MulTrav. Com,5,2023-04-10 08:30:08,terimakasih atas usahanya
Riski Purwana,5,2023-04-10 08:24:40,Ok
Roni Iskandar,5,2023-04-10 08:15:28,ok
amima Zaskia,5,2023-04-10 07:14:36,"Sangat"" membantu"
IN DI,5,2023-04-10 06:56:03,Aplikasinya bagus saya kasih 🌟🌟🌟🌟🌟 pokoknya the best lah
Rofi Insite,5,2023-04-10 06:24:29,Bagus
tajudin achmad,5,2023-04-10 04:26:52,Very good
BA'I 003,5,2023-04-10 04:06:19,Cukup membantu
Andi R Koto,5,2023-04-10 03:15:11,Sangat membantu sekali tuk memblokir telpon2 yg tak diperlukan...
Subur Asani,5,2023-04-10 02:47:42,Sangat membantu
Deni agus Setiawan,5,2023-04-10 02:47:18,Good..sangat membantu
ARCUN BARADATU,5,2023-04-10 02:15:52,Ok
Aris Sepdianto,5,2023-04-10 01:16:19,Sangat membantu
Irwan Roswandi,5,2023-04-09 20:03:22,Top
harry 75,5,2023-04-09 19:14:17,Suka...dan sangat unik
indra radhittia,5,2023-04-09 12:18:21,"Hebat, istirahat saya terbantu karena bebas dari telpon ga jelas"
Meldi Sinadia,5,2023-04-09 10:36:08,Nice APK
Xyenz Gaming,5,2023-04-09 10:13:37,Apk good
Kukuh Berau,5,2023-04-09 08:56:54,Semoga lebih di tingkatkn lagi
Siti Aminah,5,2023-04-09 08:36:05,Baik
Alif Gojek,5,2023-04-09 07:15:16,Good
Karsimah Ah,5,2023-04-09 07:12:05,Salam mualaikum
Asep Nur,3,2023-04-09 06:44:17,Baru coba
marza marza,5,2023-04-09 06:39:24,Good job
Widi Santoso,5,2023-04-08 16:44:24,Mantap
Lilis Silpidianti,5,2023-04-08 14:44:58,Good
anindya Fawnia,5,2023-04-08 10:54:03,Sangat mwnbantu mengidentifikasi panggilan spam
harry shundara,5,2023-04-08 10:51:49,Para penjahat teisolasi dlm aplikasi ini. Luar biasa membantu.
Rudi Hartono,5,2023-04-08 10:15:34,Luar biasa mantap
Hendrik Sumantri,5,2023-04-08 09:27:33,Bagus
nana Maitsa,5,2023-04-08 07:19:05,Gud
Erson hutapea,5,2023-04-08 07:06:42,Mantap
Aminah Aja,2,2023-04-08 07:05:06,Sangat membantu dari nomor pengganggu
Uwa Utang,5,2023-04-08 07:02:01,Ok
Ferry Ferry,5,2023-04-08 06:43:49,Sangat membantu
Dodi safadi,5,2023-04-08 06:08:12,👍🏼👍🏼👍🏼
Arez Kotzen,5,2023-04-08 05:54:25,Ok good
indah tatang,5,2023-04-08 05:24:31,Sangat membantu
Pilar Sangga Buana,5,2023-04-08 03:30:09,Aplikasi yang efektif untuk menjaga kenyamanan dan privasi
Riki Yudhantara,5,2023-04-08 03:26:58,mantap aplikasinya
Iswandi Jababeka Residence,5,2023-04-08 03:24:24,Sangat membatu
Official GameIND,1,2023-04-08 03:15:34,Tidak bisa melacak lokasi orang
Agusten Agusten,5,2023-04-08 03:11:59,I love this apps. thanks
editor pro,5,2023-04-08 03:10:48,Kebantu dgn nomor asing yg masuk gak jelas
Pyu 23,5,2023-04-08 02:55:57,Terima kasih truecaller sudah menjaga privasi saya dan menyaring panggilan telepon telepon yg tidak bertanggung jawab. Tante Saya pernah kena gendam lewat telepon sampai tabungan di BCA habis disuruh ambil sama penggendam itu. Begitu org yg gendam itu pergi baru sadar . Saya sarankan bagi org org utk memberi nama yg baik utk org yg baik dan memberi nama org yg sepantasnya dgn apa yg dia perbuat. Jgn karena sakit hati terus dinamai yg buruk buruk 😂.
